SENTENCE_ID,PMID,TYPE,NUMBER,SENT_START_INDEX,SENTENCE,SECTION_HEADER,NORMALIZED_SECTION_HEADER,Column,Column
3902,,,,,"Vimovo, a combination of the NSAID naproxen and the proton pump inhibitor (PPI) esomeprazole, is also approved by the FDA for prevention of NSAID-associated gastric ulcers.",,,,
3903,,,,,CONCLUSIONS: Esomeprazole significantly reduces gastroesophageal reflux after beer consumption in healthy volunteers.,,,,
3904,,,,,Intravenous esomeprazole for prevention of peptic ulcer re-bleeding: rationale/design of Peptic Ulcer Bleed study.,,,,
3905,,,,,"CONCLUSIONS: For at-risk patients, esomeprazole was effective in preventing ulcers in long-term users of NSAIDs, including COX-2 inhibitors.",,,,
3906,,,,,Inhibition of inflammation and remodeling by roflumilast and dexamethasone in murine chronic asthma.,,,,
3907,,,,,"Collectively, these results suggest that the genomic impact of roflumilast, including its ability to augment LABA-induced gene expression changes, may contribute to its therapeutic activity in COPD.",,,,
3908,,,,,"Conclusion: We demonstrate, for the first time in humans, increasing percentage of fat mass loss from roflumilast with increasing age in adults with prediabetes and overweight/obesity.",,,,
3909,,,,,"The second generation PDE4 inhibitors, cilomilast and roflumilast, have reached clinical trial stage and have some demonstrable beneficial effects in asthma and chronic obstructive pulmonary disease (COPD).",,,,
3910,,,,,"The second generation PDE4 inhibitors, cilomilast and roflumilast, have reached clinical trial stage and have some demonstrable beneficial effects in asthma and chronic obstructive pulmonary disease (COPD).",,,,
3911,,,,,"CONCLUSIONS: The results suggest that phosphodiesterase-4 inhibition, with roflumilast, can improve electroencephalogram cognitive markers, which are impaired in schizophrenia, and that phosphodiesterase-4 inhibition acts at an intermediate rather than early or late cognitive processing stage.",,,,
3912,,,,,"RESULTS: Treatment with the PAN-PDE4 inhibitor Roflumilast reduced high-fat diet-induced obesity in mice, as reflected by reduced body weight and white fat pads, without lowering food consumption or increasing physical activity (unchanged locomotor activity and exercise capacity) suggesting that the weight-loss effect of PDE4 inhibition observed in clinical trials is replicated in the mouse.",,,,
3913,,,,,Calorie restriction mimicking effects of roflumilast prevents diabetic nephropathy.,,,,
3914,,,,,"Clinical trials have demonstrated the effect of roflumilast on reducing exacerbation frequency and improving lung function in COPD, while its mode of action may offer the potential to target the inflammatory processes underlying COPD.",,,,
3915,,,,,OBJECTIVES: Both ketamine and pethidine have previously been found to have analgesic effects in experimentally induced C-fiber pain.,,,,
3916,,,,,The observations also indicate that the depolarization of C afferent terminals produced during pain and by stimulation of other cutaneous afferents is potentiated by meperidine.,,,,
3917,,,,,"Effects of Oral Gabapentin, Local Bupivacaine and Intravenous Pethidine on Post Tonsillectomy Pain.",,,,
3918,,,,,The trend for greater pain reduction and patient satisfaction with meperidine needs further investigation.,,,,
3919,,,,,"Linear regression analysis revealed a significant correlation between ketobemidone serum concentrations and analgesic effect, VAS, for tablet one and for the mixture but not for tablet two, possibly due to the fixed dosing schedule and to the positive effect of hospitalization on the pain.",,,,
3920,,,,,"CONCLUSION: This meta-analysis suggests that bimatoprost, travoprost, latanoprost, and timolol are the most effective intraocular pressure-reducing agents in POAG and OH patients.",,,,
3921,,,,,"PURPOSE: This study was designed to clarify the involvement of the prostanoid FP receptor in the intraocular pressure (IOP)-lowering effects of latanoprost, travoprost, bimatoprost, and unoprostone with the use of FP-receptor-deficient (FPKO) mice.",,,,
3922,,,,,Travoprost is a prostaglandin analogue widely used for reducing intraocular pressure (IOP) in patients affected with glaucoma and ocular hypertension.,,,,
3923,,,,,Travoprost is a prostaglandin analogue widely used for reducing intraocular pressure (IOP) in patients affected with glaucoma and ocular hypertension.,,,,
3924,,,,,"CONCLUSIONS: Latanoprost, bimatoprost, and travoprost were comparable in their ability to reduce IOP in OAG and OH patients.",,,,
3925,,,,,"CONCLUSIONS: Latanoprost, bimatoprost, and travoprost were comparable in their ability to reduce IOP in OAG and OH patients.",,,,
3926,,,,,Intraocular pressure decrease with preservative-free fixed and unfixed combination of tafluprost and timolol in pseudoexfoliative glaucoma.,,,,
3927,,,,,Safety and tolerability of tafluprost in treatment of elevated intraocular pressure in open-angle glaucoma and ocular hypertension.,,,,
3928,,,,,Safety and tolerability of tafluprost in treatment of elevated intraocular pressure in open-angle glaucoma and ocular hypertension.,,,,
3929,,,,,Tafluprost is potent in its affinity for the prostanoid FP receptor and in its intraocular lowering efficacy.,,,,
3930,,,,,Clinical appraisal of tafluprost in the reduction of elevated intraocular pressure (IOP) in open-angle glaucoma and ocular hypertension.,,,,
3931,,,,,Clinical appraisal of tafluprost in the reduction of elevated intraocular pressure (IOP) in open-angle glaucoma and ocular hypertension.,,,,
3932,,,,,"Ramelteon has demonstrated sleep-promoting effects in clinical trials, and coupled with its favorable safety profile and lack of abuse potential or dependence, this chronohypnotic provides an important treatment option for insomnia.",,,,
3933,,,,,"In selected articles, the leading topics analysed were the role of melatonin and ramelteon in the prevention of delirium and sleep disorders.",,,,
3934,,,,,"Sirtuins are linked to the multi-organ protective role of melatonin, particularly in acute kidney injury and in cardiovascular diseases, where melatonin, via upregulation of SIRT1 expression, inhibits the apoptotic pathway.",,,,
3935,,,,,"Despite mounting evidence supporting the benefits of melatonin in diverse metabolic diseases, the role of melatonin in VSMC growth remains largely unknown.",,,,
3936,,,,,"Melatonin secretion has been associated with depression, diabetes, cognitive impairment, and breast cancer.",,,,
3937,,,,,"CONCLUSION: According to the results of this study, melatonin is efficient in saving the zone of stasis in burns.",,,,
3938,,,,,And this study also suggest that melatonin could potentially be utilized as a therapeutic agent in skin disease.,,,,
3939,,,,,Use of melatonin as an adjuvant therapy in neonatal sepsis.,,,,
3940,,,,,"This review summarizes what is known about the role of oxidative stress, and potentially beneficial effects of antioxidants, such as melatonin, in necrotizing enterocolitis.",,,,
3941,,,,,"To study the rhythmic behaviour of melatonin secretion in atopic eczema (AE), melatonin serum levels were measured every 2 h, starting at 8 a.m. in 18 patients suffering from severe AE.",,,,
3942,,,,,Melatonin and omentin: influence factors in the obstructive sleep apnoea syndrome?,,,,
3943,,,,,Previous studies reported decreased salivary and serum melatonin levels in periodontitis.,,,,
3944,,,,,"In view that the relative potencies of the analogs are higher than that of the natural compound, clinical trials employing melatonin doses in the range of 50-100 mg/day are needed to assess its therapeutic value in MS.",,,,
3945,,,,,"Although we observed a change in melatonin profile after the use of exogenous melatonin, we did not observe a change in enuresis frequency or in the sleep-wake cycle of this select group of patients.",,,,
3946,,,,,Abnormality of circadian rhythm of serum melatonin and other biochemical parameters in fibromyalgia syndrome.,,,,
3947,,,,,These genetic and functional results represent the first comprehensive ascertainment of melatonin signaling deficiency in ADHD.,,,,
3948,,,,,"Moreover, mutations in the ASMT gene have been identified, including a splice site mutation, that were associated with low ASMT activity and melatonin secretion, suggesting that the low ASMT activity observed in autism is, at least partly, due to variation within the ASMT gene.",,,,
3949,,,,,"Although controlled studies are limited, there are more data demonstrating the safety and effectiveness of melatonin in ASD than for other sedative/hypnotic drugs.",,,,
3950,,,,,The potential therapeutic effect of melatonin in Gastro-Esophageal Reflux Disease.,,,,
3951,,,,,In this review we summarize the evidence regarding melatonin as a possible therapeutic agent in UC and discuss possible biological mechanisms and directions for future research.,,,,
3952,,,,,(v) Melatonin influences diabetes and associated metabolic disturbances.,,,,
3953,,,,,BACKGROUND AND OBJECTIVE: It was the purpose of this study to examine the relationship between periodontal diseases and melatonin level.,,,,
3954,,,,,"Accordingly, this review focuses on the involvement of melatonin (MT) in oxidative stress diseases of oral cavity as well as on potential therapeutic implications of MT in dental disorders, especially in periodontal inflammation.",,,,
3955,,,,,"Lately, the physiological and pathological role of melatonin has become a priority area of investigation, particularly in breast cancer, melanoma, colon cancer, lung cancer and leukemia.",,,,
3956,,,,,AIM: To determine the potential therapeutic effects of melatonin in irritable bowel syndrome (IBS).,,,,
3957,,,,,"Study quality was generally poor by clinical trial standards, and no evidence was found regarding the efficacy of melatonin in focal cerebral ischaemia in aged, hypertensive or diabetic animals, in species other than rats, or at time windows beyond 2 hr.",,,,
3958,,,,,"Significant, negative correlation between nighttime Mel concentrations in saliva and both systolic and diastolic blood pressure was shown in patients with moderate and severe hypertension.",,,,
3959,,,,,These results suggest a proalgesic role of endogenous melatonin in tonic pain.,,,,
3960,,,,,"OBJECTIVE(S): To study the changes in macrophage inducible nitric oxide synthase (iNOS) activity, plasma levels of nitrite, lipid peroxidation (LPO) and melatonin in human essential hypertension before and 6 months after 4 mg/day lacidipine treatment.",,,,
3961,,,,,"Output of melatonin or its main metabolite, 6-sulphatoxy melatonin, provides an index of noradrenergic activity in the pineal gland, which is of interest in major depression and during its treatment with antidepressants.",,,,
3962,,,,,"Since melatonin secretion is cyclical, undergoing diurnal, weekly, seasonal, and annual variations, it is proposed that the pineal gland may be the ""prime mover"" underlying the spontaneous exacerbations and remissions in MS.",,,,
3963,,,,,"On the basis of previous experimental results suggesting a synergistic action between IL-2 and the pineal neurohormone melatonin (MLT), a study was started to evaluate the clinical efficacy and toxicity of a neuroimmunotherapeutic combination consisting of IL-2 plus MLT as a first line therapy in metastatic NSCLC.",,,,
3964,,,,,"Because this is the first time a biochemical parameter related to the clinical subtypes of delirium has been reported, further research on the link between melatonin and delirium is necessary.",,,,
3965,,,,,"Numerous studies have reported low melatonin secretion in depression, but other studies have suggested no deficit or an increase.",,,,
3966,,,,,Cytoprotection by melatonin and growth hormone in early rat myocardial infarction as revealed by Feulgen DNA staining.,,,,
3967,,,,,Our results hence provide direct evidence showing that melatonin attenuates MPP+-induced nigrostriatal dopaminergic injury by its ability to impede the increase of GSSG/GSH ratio; therefore melatonin may have therapeutic implications in PD.,,,,
3968,,,,,"Pharmacological action of melatonin in shock, inflammation and ischemia/reperfusion injury.",,,,
3969,,,,,"These findings, in accordance with our previous works, suggest that melatonin could be useful in the treatment of sickness behaviour associated with systemic infection diseases or as adjuvant in the anti-anxiety therapy.",,,,
3970,,,,,"CONCLUSIONS: This preliminary study would suggest that schizophrenia may be associated with a diminished secretion of MLT from the pineal gland, and pineal deficiency would be more evident in the chronic disease.",,,,
3971,,,,,"The melatonin secretion curve of the old patients with postoperative insomnia (19.961 pg/ml, 20.297 pg/ml, 9.378 pg/ml) or postoperative septic complications (20.695 pg/ml, 16.183 pg/ml, 6.036 pg/ml) was significantly different compared with that of other patients.",,,,
3972,,,,,OBJECTIVE: The purpose of this study was to evaluate the effects of bright light therapy combined with melatonin on motor restless behaviour in dementia.,,,,
3973,,,,,"This observation may pertain to the increased light sensitivity and recently demonstrated cortical hyperexcitability in patients with migraine, and may perhaps suggest a role of the hypothalamus and/or melatonin secretion in migraine pathophysiology.",,,,
3974,,,,,"Most important, the data confirms the neuroprotective role of melatonin in Abeta-mediated oxidative injury.",,,,
3975,,,,,Melatonin has potentially important influence on the neoplastic growth and direct and indirect oncostatic effect in some forms of neoplasia.,,,,
3976,,,,,"Increased fatigue of the patients was associated with a lower melatonin level, a higher serotonin level and a lower M/S ratio as compared with patients without fatigue.",,,,
3977,,,,,Melatonin in epilepsy: first results of replacement therapy and first clinical results.,,,,
3978,,,,,Melatonin in circadian sleep disorders in the blind.,,,,
3979,,,,,"Oral administration of pharmacological doses of melatonin during the day, when melatonin levels are normally minimal, induces fatigue.",,,,
3980,,,,,"Kisspeptin, oxytocin and melatonin have been implicated in the etiology of anxiety and neuropsychiatric disorders such as seasonal affective depression.",,,,
3981,,,,,"A chronic melatonin deficiency, with loss of dreams, could cause dementia.",,,,
3982,,,,,"A growing body of evidence indicates the role of melatonin (MT) in the pathogenesis of multiple sclerosis (MS): It modulates immune function, alleviates oxidative stress and it is linked to seasonality of MS relapse.",,,,
3983,,,,,"However, Melatonin causes less cognitive impairment compared to Passiflora incarnata.",,,,
3984,,,,,Antioxidant effects of melatonin in heart tissue after induction of experimental periodontitis in rats.,,,,
3985,,,,,"This indicated the functional link between MT2 and T2D risk at the protein level, and it may represent the prevailing pathomechanism for how impaired melatonin signaling causes metabolic disorders and increases the T2D risk.",,,,
3986,,,,,The aim of this study was to investigate the effective role of silymarin either alone or in combination with chlorogenic acid and/or melatonin against the toxic impact of carbon tetrachloride (CCl4) induced cardiac infarction.,,,,
3987,,,,,Comparison of melatonin and oxytocin in the prevention of critical illness polyneuropathy in rats with experimentally induced sepsis.,,,,
3988,,,,,Low levels of melatonin lead to gastroesophageal reflux disease (GERD).,,,,
3989,,,,,"BACKGROUND: Melatonin, with its antioxidant properties, plays a pertinent role in influencing the pathogenesis of periodontal disease.",,,,
3990,,,,,"Four types of neurotoxicity associated with melatonin are identified and the susceptibility of various parts of the RDMP axis to undergo neuropathological change, the tendency for melatonin to induce PD-like behavioural toxicity, and the relationship of this to PD symptomotology are described.",,,,
3991,,,,,Several groups have reported that melatonin produces a significant decrease in blood pressure in mammals and that pinealectomy in rats causes hypertension.,,,,
3992,,,,,"Chemopreventive effect of lycopene alone or with melatonin against the genesis of oxidative stress and mammary tumors induced by 7,12 dimethyl(a)benzanthracene in sprague dawely female rats.",,,,
3993,,,,,The protective effects of Melatonin against cardiac ischemia/reperfusion (I/R)-induced mitochondrial oxidative damage are well documented as an antioxidant agent which prevents and/or modulates the production of reactive oxygen species (ROS) responsible for the reperfusion injury.,,,,
3994,,,,,"In the melatonin-treated epilepsy plus Px group, the number of TUNEL positive cells decreased significantly compared to both epilepsy and epilepsy plus Px groups; however, there was no statistically significant difference from the control groups as a result of melatonin activity.",,,,
3995,,,,,"CONCLUSION: There was some evidence for minor disturbances in the circadian rhythm of melatonin as a cause of enuresis, but the rhythm was not grossly disrupted.",,,,
3996,,,,,"Our observations suggest a functional inter-relationship between melatonin and insulin, and may indicate a reduction of melatonin in the genesis of diabetes.",,,,
3997,,,,,"Melatonin production decreases with advancing age, leading to insomnia and changes in circadian rhythmicity.",,,,
3998,,,,,"The successful treatment of a patient with an acute migraine attack with external magnetic fields, which acutely inhibit melatonin secretion in animals and humans, attests to the importance of the pineal gland in the pathogenesis of migraine headache.",,,,
3999,,,,,"I have suggested that critical changes in melatonin secretion, as mediated by the pineal gland, may exert a crucial role in the onset and pathogenesis of schizophrenia.",,,,
4000,,,,,"Ten days after induction of tumors, the animals were treated with melatonin or CGP 52608.",,,,
4001,,,,,The melatonin-induced depression was followed by a slow recovery phase.,,,,
4002,,,,,"Melatonin and methylprednisolone were given intraperitoneally by bolus injections of 100 mg/kg and 30 mg/kg, respectively, immediately after induction of trauma.",,,,
4003,,,,,"Melatonin increased early evening fatigue and actual sleep, but had no effect on mood: these results are reported in full elsewhere.",,,,
4004,,,,,"Taken together, our results demonstrated that melatonin could increase AF susceptibility in obesity, probably due to increased lipid stress and resultant impairment of atrial Akt signaling.",,,,
4005,,,,,"RESULTS: After the treatment with melatonin, infarct size, the left ventricular end-diastolic diameter (LVEDd), and left ventricular end-systolic diameter (LVEDd) and minimum first derivative of developed pressure (min dP/dt) decreased, while left ventricular ejection fraction (LVEF), left ventricular fractional shortening (LVFS) and maximum first derivative of developed pressure (max dP/dt) increased in the melatonin-MI (MM) group compared to the placebo-MI (PM) group.",,,,
4006,,,,,"A prominent feature of MDD is disruption of circadian rhythms, of which melatonin is considered a key moderator, and alterations in the melatonin system have been implicated in MDD.",,,,
4007,,,,,The Effect of Melatonin on Periodontitis.,,,,
4008,,,,,Melatonin Ameliorates MI-Induced Cardiac Remodeling and Apoptosis through a JNK/p53-Dependent Mechanism in Diabetes Mellitus.,,,,
4009,,,,,The Effect of Melatonin on Anxiety and Pain of Tourniquet in Intravenous Regional Anesthesia.,,,,
4010,,,,,"Melatonin was proven to possess anticancer actions, whereas its effect on NSCLC and underlying mechanisms remains poorly understood.",,,,
4011,,,,,"In this perspective, we highlight several recent findings that support the hypothesis of pineal gland/melatonin involvement in autism.",,,,
4012,,,,,Reduction of Endogenous Melatonin Accelerates Cognitive Decline in Mice in a Simulated Occupational Formaldehyde Exposure Environment.,,,,
4013,,,,,"The Effect of Melatonin on Bone Loss, Diabetic Control, and Apoptosis in Rats With Diabetes With Ligature-Induced Periodontitis.",,,,
4014,,,,,CONCLUSIONS: Endogenous melatonin concentration is increased in late neonatal sepsis and can potentially be used as a marker for sepsis especially when combined with CRP.,,,,
4015,,,,,Whether melatonin concentration changes in neonatal sepsis and whether it can be used as a marker of sepsis is unknown.,,,,
4016,,,,,Melatonin's effects on haemorrhage are mediated primarily by a decrease in pro-inflammatory cytokines.,,,,
4017,,,,,"Melatonin + amitriptyline treated displayed better results than melatonin and amitriptyline alone in terms of FIQ and PPT improvement (P < 0.05, fort both).",,,,
4018,,,,,Alterations of melatonin secretion in atopic eczema.,,,,
4019,,,,,"Similarly, some patients may present signs of a ""pinealectomized"" syndrome, including (cluster) headaches, tiredness, eventually responsive to melatonin.",,,,
4020,,,,,Our observations show a lack of effect of nNOS on heart bioenergetic impairment during sepsis and further support the beneficial actions of melatonin in sepsis.,,,,
4021,,,,,The data on the involvement of melatonin in OSAS are rare.,,,,
4022,,,,,Substantial research reveals that melatonin has beneficial effects in ulcerative colitis both experimentally and clinically.,,,,
4023,,,,,"Here, we investigated the effects of melatonin on cognitive dysfunctions induced by isoflurane and mechanisms underlying these effects.",,,,
4024,,,,,"Our aim was to analyze whether the consumption of cereals enriched with tryptophan, the precursor of both serotonin and melatonin, may help in the reconsolidation of the sleep/wake cycle and counteract depression and anxiety in 35 middle-aged/elderly (aged 55-75 year) volunteers in a simple blind assay.",,,,
4025,,,,,"Melatonin reduces acute lung inflammation, edema, and hemorrhage in heatstroke rats.",,,,
4026,,,,,"The p(Abeta3-10)10-MT vaccine induced high titers of anti-Abeta antibodies, which in turn reduced Abeta deposits in the mouse brains and decreased cognitive impairment.",,,,
4027,,,,,Melatonin is a drug used to sedate patients preoperatively and is hypothesized by recent works to have a curative effect on postoperative delirium.,,,,
4028,,,,,Effect of melatonin on burn-induced gastric mucosal injury in rats.,,,,
4029,,,,,"""Down regulation"" of 5-HT2 receptors: possible role of melatonin and significance for negative schizophrenia.",,,,
4030,,,,,"Previous studies have shown the participation of melatonin in the control of convulsive crises, suggesting that aMT concentration increases during seizures, and that patients with seizures of diverse origins show an alteration of the aMT rhythm.",,,,
4031,,,,,"RESULTS: Melatonin, which is released into the saliva, may have important implications for dental disorders, especially in periodontal disease.",,,,
4032,,,,,Melatonin has been shown to have oncostatic effects on malignant melanoma in vitro and in vivo.,,,,
4033,,,,,Melatonin secretion has been found to be altered in AD and PD.,,,,
4034,,,,,"To determine normal melatonin excretion patterns in healthy children without sleep disorder and to compare these with those of patients with tuberous sclerosis complex and sleep disorder responsive to exogenous melatonin, we measured 6-sulfatoxymelatonin excretion in 21 healthy children and in 7 patients with tuberous sclerosis complex and sleep disorder responsive to melatonin (a 5 mg oral dose increasing total sleep time).",,,,
4035,,,,,"Despite the potential influence of immunomodulation on depression, no connection with melatonin representing the retinohypothalamic tract/pineal gland circuits could be detected.",,,,
4036,,,,,Potential action of melatonin in insomnia.,,,,
4037,,,,,"An interaction among melatonin, opioids, and analgesia has been suspected for many years, since during nighttime, when the level of melatonin is high, the mammals are less sensitive to pain.",,,,
4038,,,,,Nocturnal plasma melatonin and alpha-melanocyte stimulating hormone levels during exacerbation of multiple sclerosis.,,,,
4039,,,,,Proceedings: The effect of melatonin on pinealectomy-induced hypertension in the rat.,,,,
4040,,,,,We studied the effect of the endogenous antioxidant melatonin on excitotoxic injury resulting from N-methyl-D-aspartate (NMDA)-induced damage by developing an organotypic mouse brain slice model.,,,,
4041,,,,,Melatonin also exhibited a slight analgesic effect in those animals exposed to painful stimulation but its role in free radical scavenging did not contribute to this effect.,,,,
4042,,,,,"The aim was to analyze hypothalamic involvement in CM by measurement of melatonin, prolactin, growth hormone, and cortisol nocturnal secretion.",,,,
4043,,,,,"Although melatonin has been established as a free radical scavenger and antioxidant, its effects in diabetes have not been thoroughly investigated.",,,,
4044,,,,,Melatonin effect on seizures in children with severe neurologic deficit disorders.,,,,
4045,,,,,This novel radical-scavenging activity of melatonin may contribute to the previously observed protective effects of melatonin in ischemia-reperfusion injury.,,,,
4046,,,,,"However, we also found that treatment with the used dose of melatonin increased spontaneous tumor incidence in mice.",,,,
4047,,,,,We investigated the effects of altered endogenous nighttime melatonin concentrations on mammary tumor production in an N-nitroso-N-methylurea (NMU)-induced breast cancer model in female Fischer 344 (F344)/N rats.,,,,
4048,,,,,"Injection of the pineal indoles melatonin, 5-methoxytryptophol and 5-methoxytryptamine via the external jugular vein elicited a dose-dependent depression in mean arterial pressure.",,,,
4049,,,,,Melatonin also affects tumorigenesis and tumor development.,,,,
4050,,,,,These data suggest that physiologic melatonin release as well as exogenously given melatonin has a neuroprotective action in focal cerebral ischemia.,,,,
4051,,,,,Melatonin production in untreated patients with active epilepsy is increased and has a circadian pattern with a phase difference as compared with that of normal subjects.,,,,
4052,,,,,"Knowing that sleep-wake cycle disruptions impair melatonin production, immune system response and glucose metabolism, and that individuals with diabetes are at higher risk for poor prognosis when infected by SARS-CoV-2 (especially if their blood glucose is out of target), we recommend monitoring and advising these individuals towards strategies to maintain adequate sleep quality and duration as part of their preventive and protective measures during the new pandemic routine.",,,,
4053,,,,,METHOD: Gene expression data from normal intestine and pancreas and inflamed colon tissue due to ulcerative colitis were analyzed for expression of enzymes relevant for serotonin and melatonin production and their receptors.,,,,
4054,,,,,"Abnormalities in melatonin physiology may be involved or closely linked to the pathophysiology and behavioral expression of autistic disorder, given its role in neurodevelopment and reports of sleep-wake rhythm disturbances, decreased nocturnal melatonin production, and beneficial therapeutic effects of melatonin in individuals with autism.",,,,
4055,,,,,These results suggest that recovery from a depressed state due to treatment with drug or with placebo could be associated with preferential utilization of serotonin for production of melatonin and 5-MTPOL.,,,,
4056,,,,,"The pathophysiology of posttraumatic circadian sleep disorders remains elusive; however, there is some evidence that reduced evening melatonin production due to traumatic brain damage may cause disruption of circadian regulation of sleep and wakefulness.",,,,
4057,,,,,"Alterations in melatonin receptor expression as well as changes in endogenous melatonin production have been shown in circadian rhythm sleep disorders, Alzheimer's and Parkinson's diseases, glaucoma, depressive disorder, breast and prostate cancer, hepatoma and melanoma.",,,,
4058,,,,,"The results demonstrated that during tumour development there is a modification of pineal melatonin production daily profile, possibly contributing to cachexia, associated to changes in pineal gland response to noradrenaline stimulation.",,,,
4059,,,,,"Transgenic TGR(mREN2)27 rats (TGR), carrying an additional mouse renin gene, are characterized by severe hypertension, an inverse circadian blood pressure profile, a blunted response to photic entrainment signals, and an increased nocturnal production of the pineal hormone melatonin.",,,,
4060,,,,,"The general conclusion is that experimental manipulations activating pineal gland, or the administration of melatonin, reduce the incidence and growth rate of chemically-induced murine mammary tumors, while pinealectomy or situations which implicate a reduction of melatonin production usually stimulate mammary carcinogenesis.",,,,
4061,,,,,Melatonin inhibits angiotensin II-induced atrial fibrillation through preventing degradation of Ang II Type I Receptor-Associated Protein (ATRAP).,,,,
4062,,,,,"Melatonin levels are downregulated in metabolic disorders with IR, and activation of melatonin signaling delays disease progression.",,,,
4063,,,,,"Melatonin versus placebo Melatonin probably results in a reduction in preoperative anxiety measured by a visual analogue scale (VAS, 0 to 100 mm) compared to placebo (mean difference (MD) -11.69, 95% confidence interval (CI) -13.80 to -9.59; 18 studies, 1264 participants; moderate-certainty evidence), based on a meta-analysis of 18 studies.",,,,
4064,,,,,"Pharmacological doses of melatonin impede cognitive decline in tau-related Alzheimer models, once tauopathy is initiated, by restoring the autophagic flux.",,,,
4065,,,,,Melatonin inhibits attention-deficit/hyperactivity disorder caused by atopic dermatitis-induced psychological stress in an NC/Nga atopic-like mouse model.,,,,
4066,,,,,Corticosteroid therapy exacerbates the reduction of melatonin in multiple sclerosis.,,,,
4067,,,,,"Furthermore, sepsis reduced the expression of the transcription factor CREBH which was entirely suppressed by melatonin.",,,,
4068,,,,,STUDY OBJECTIVE: To investigate whether melatonin administered intraoperatively reduced pain following laparoscopic cholecystectomy.,,,,
4069,,,,,"Compared to baseline, melatonin and clonazepam reduced sleep disorders in patients: PDSS scores from 89.9+/-8.9 to 129.5+/-9.4 (p=0.0001) and from 91.0+/-8.7 to 110.1+/-12.4 scores (p=0.03), respectively.",,,,
4070,,,,,"Finally, the reported associations between hormonal factors and melanoma are consistent with melatonin inhibition increasing the risk of melanoma by increasing circulating oestrogen levels.",,,,
4071,,,,,"Our findings suggest that melatonin suppresses the development of AD-like dermatitis in DNFB-treated NC/Nga mice by reducing total IgE in serum, and IL-4 and IFN-gamma production by activated CD4(+) T cells.",,,,
4072,,,,,"Our results indicate that the melatonin-mediated reductions in ischemic brain damage and reperfusion-induced hemorrhage are partly attributed to its ability to reduce postischemic MMP-9 activation and increased expression, and further support the fact that melatonin is a suitable as an add-on to thrombolytic therapy for ischemic stroke patients.",,,,
4073,,,,,Further investigations will be necessary to establish whether melatonin reduction in depression and other disorders leads secondarily to dysregulation of other circadian rhythms.,,,,
4074,,,,,"Moreover, melatonin diminished iron-induced oxidative injury.",,,,
4075,,,,,"During the promotion phase, there was a dose-dependent inhibitory effect (up to 65% inhibition) of the daily administration of Melatonin, on mammary tumors occurrence.",,,,
4076,,,,,"Melatonin in vivo directly constricts cerebral arterioles in rats and decreases the lower limit of cerebral blood flow autoregulation, suggesting that melatonin may diminish the risk of hypoperfusion-induced cerebral ischemia.",,,,
4077,,,,,"Additionally, melatonin may impair development of osteopenia associated with senescence by improving non-rapid eye movement sleep and restoring GH secretion.",,,,
4078,,,,,"Because MT was considered as an antistressor and a natural downregulator of epileptiform activity, we postulate that the elevation in MT level during seizures may be one endogenous mechanism that counteracts convulsions and seizure-induced stress.",,,,
4079,,,,,"Melatonin (applied at 3 mg/kg, 5 min prior to reperfusion, followed by an infusion of 3 mg/kg per hr), significantly reduced ischemia reperfusion injury in the bowel as evaluated by histological examination.",,,,
4080,,,,,"Also, MEL counteracts tumors because of its influence on immune responses via the metabolic zinc pool, which, is reduced in tumors and stress.",,,,
4081,,,,,"MLT reduced stomatitis rate among patients with cancer (RR=0.47, 95% CI (0.26 to 0.88), p=0.02), except those with head and neck cancer (RR=1.09, 95% CI (0.92 to 1.29), p=0.35).",,,,
4082,,,,,The ability of melatonin to decrease primary hypertension needs to be more extensively evaluated.,,,,
4083,,,,,"Overall, our study demonstrates that melatonin protects against Ang II-induced AF by inhibiting proteasome activity and stabilizing ATRAP expression, and these effects are partially dependent on melatonin receptor activation.",,,,
4084,,,,,"Our findings suggest that melatonin prevents cisplatin-induced acute kidney injury in mice, possibly by upregulating the expression of PPARalpha, resulting in enhanced FAO and anti-apoptotic properties.",,,,
4085,,,,,"While there is some evidence to suggest that melatonin is able to reduce post-TBI cognitive decline as measured by subject performance on memory tasks, there is a lack of longitudinal data on whether melatonin decreases the risk of developing dementia after TBI.",,,,
4086,,,,,Melatonin prevents diabetes-associated cognitive dysfunction from microglia-mediated neuroinflammation by activating autophagy via TLR4/Akt/mTOR pathway.,,,,
4087,,,,,"Melatonin may reduce immediate postoperative anxiety measured on a 0 to 100 mm VAS compared to placebo (MD -5.04, 95% CI -9.52 to -0.55; 7 studies, 524 participants; low-certainty evidence), and may reduce delayed postoperative anxiety measured six hours after surgery using the State-Trait Anxiety Inventory (STAI) (MD -5.31, 95% CI -8.78 to -1.84; 2 studies; 73 participants; low-certainty evidence).",,,,
4088,,,,,"In selected articles, the leading topics analysed were the role of melatonin and ramelteon in the prevention of delirium and sleep disorders.",,,,
4089,,,,,"In the present study, we asked whether and if so to what extent melatonin and meloxicam can improve subjective and objective sleep and reduce pain among women with primary dysmenorrhea (PD).",,,,
4090,,,,,This study examined whether melatonin has protective or therapeutic effects against AAAs.,,,,
4091,,,,,Previous studies have suggested that melatonin is protective during sepsis.,,,,
4092,,,,,Melatonin may be useful as a pharmacological agent to protect against hepatic metabolic diseases due to its ability to regulate expression of miR-23a.,,,,
4093,,,,,Melatonin prevents the development of the metabolic syndrome in male rats exposed to different light/dark regimens.,,,,
